Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
DS_Dur_WS,164.0,149.0,197.0,nan,155.0,206.0,180.0,230.0,129.0,57.0,160.0,312.0,94.0,116.0,187.0,245.0,165.0,242.0,269.0,100.0,138.0,179.0,159.0,119.0,205.0,nan,175.0,256.0,161.0,295.0,204.0,230.0,nan,277.0,247.0,309.0,92.0,201.0,240.0,341.0,253.0,245.0,257.0,nan,nan,111.0,140.0,176.0,294.0,230.0,127.0,103.0,154.0,278.0,170.0,174.0,161.0,239.0,35.0,187.0,230.0,168.0,249.0,91.0,225.0
DS_No_Flow,148.0,16.0,71.0,nan,105.0,71.0,92.0,3.0,87.0,54.0,65.0,20.0,4.0,49.0,14.0,14.0,0.0,6.0,0.0,9.0,0.0,13.0,4.0,0.0,28.0,nan,40.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,171.0,295.0,64.0,0.0,0.0,nan,nan,4.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,36.0
FA_Tim,nan,nan,nan,44.0,0.0,nan,nan,nan,nan,nan,nan,50.0,nan,nan,40.0,nan,37.0,nan,nan,36.0,nan,nan,41.0,48.0,nan,nan,0.0,nan,nan,nan,64.0,57.0,39.0,0.0,nan,55.0,nan,nan,nan,nan,nan,nan,67.0,71.0,nan,31.0,28.0,43.0,nan,38.0,25.0,nan,nan,nan,18.0,39.0,nan,nan,56.0,nan,29.0,nan,nan,nan,nan
FA_Mag,nan,nan,nan,4.7401813393061865,1.2500743555412617,nan,nan,nan,nan,nan,nan,6.770216804373191,nan,nan,5.1857682201378905,nan,27.97961090768853,nan,nan,4.425115714882628,nan,nan,3.803644831036444,6.920000901817844,nan,nan,4.29831612997673,nan,nan,nan,1.7885237194602281,1.2950991853729268,15.9809951655161,96.00078199572555,nan,5.876925054856766,nan,nan,nan,nan,nan,nan,4.40913477179624,3.0836510365070953,nan,1.3612251347493916,12.967830563389278,1.4764467259906773,nan,1.4939277426454476,4.0526350028327105,nan,nan,nan,38.7656787592537,3.105985072947035,nan,nan,1.0732348656238944,nan,1.0792195756514573,nan,nan,nan,nan
Wet_Tim,nan,85.0,39.0,100.0,nan,73.0,88.0,71.0,86.0,62.0,26.0,121.0,118.0,22.0,70.0,35.0,52.0,29.0,100.0,123.0,36.0,64.0,93.0,84.0,51.0,112.0,nan,84.0,114.0,121.0,109.0,87.0,76.0,nan,31.0,117.0,124.0,11.0,67.0,93.0,146.0,82.0,83.0,107.0,nan,93.0,38.0,116.0,102.0,123.0,95.0,17.0,27.0,125.0,82.0,82.0,95.0,71.0,59.0,4.0,69.0,65.0,30.0,113.0,55.0
FA_Dur,nan,nan,nan,6.0,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,10.0,nan,12.0,nan,nan,5.0,nan,nan,3.0,10.0,nan,nan,0.0,nan,nan,nan,4.0,2.0,3.0,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,6.0,3.0,nan,4.0,2.0,4.0,nan,6.0,5.0,nan,nan,nan,3.0,7.0,nan,nan,4.0,nan,1.0,nan,nan,nan,nan
Wet_BFL_Mag_10,nan,0.5,0.2,0.1,nan,0.6,0.2,0.4,0.3,0.1,0.1,0.4,0.5,0.2,0.2,0.1,0.4600000000000001,0.28,2.0500000000000003,0.73,0.112,0.41999999999999993,0.77,0.33,0.13,0.124,nan,1.4,0.9339999999999999,0.77,0.263,0.529,1.0760000000000003,nan,0.16900000000000004,0.86,0.155,0.14,0.047,0.0,0.6720000000000002,0.32999999999999996,1.0560000000000005,0.28,nan,0.656,0.372,7.9,0.2620000000000001,0.59,0.643,0.388,0.4,0.36,2.222,0.6020000000000001,0.23,0.25,0.31100000000000005,0.13,0.94,0.16,0.06,0.09,0.01
Wet_BFL_Mag_50,nan,2.0,0.6,0.3,nan,1.0,0.6,2.3,0.6,0.4,0.3,1.0,0.7,0.4,0.4,1.15,0.8,0.48,7.199999999999999,1.4,0.6,0.42,5.6,1.1,0.46,0.61,nan,7.6,1.75,3.5999999999999996,1.25,1.2,7.6,nan,0.53,4.0,0.5800000000000001,0.4,0.385,0.01,2.2,0.59,7.4,0.8,nan,2.5,2.3,68.0,1.2,3.0,3.15,0.68,0.725,0.72,6.1,1.14,0.4,0.93,0.47,0.59,1.8,0.29,0.38,0.135,0.09
Wet_BFL_Dur,nan,85.0,173.0,85.0,nan,152.0,147.0,117.0,61.0,151.0,144.0,16.0,106.0,165.0,124.0,58.0,67.0,169.0,90.0,32.0,73.0,27.0,81.0,97.0,111.0,45.0,nan,116.0,68.0,40.0,64.0,110.0,139.0,nan,130.0,53.0,36.0,195.0,68.0,50.0,28.0,56.0,97.0,71.0,nan,75.0,83.0,101.0,77.0,81.0,64.0,169.0,192.0,26.0,94.0,107.0,112.0,51.0,88.0,193.0,105.0,134.0,132.0,42.0,21.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,nan,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996,890.2399999999996
Peak_Dur_5,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_Fre_5,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_5,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,nan,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997,581.7999999999997
Peak_Dur_10,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,1.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_Fre_10,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_10,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,nan,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006,430.00000000000006
Peak_Dur_20,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,12.0,nan,nan,1.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_Fre_20,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,5.0,nan,nan,1.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_20,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,nan,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003,268.40000000000003
Peak_Dur_50,nan,5.0,nan,nan,nan,4.0,nan,7.0,nan,nan,nan,4.0,nan,nan,1.0,3.0,5.0,nan,6.0,2.0,nan,1.0,3.0,1.0,4.0,nan,nan,9.0,nan,3.0,nan,1.0,11.0,2.0,nan,3.0,nan,nan,nan,nan,3.0,2.0,4.0,nan,nan,1.0,nan,42.0,nan,nan,4.0,nan,2.0,1.0,11.0,3.0,nan,3.0,nan,1.0,5.0,nan,nan,nan,nan
Peak_Fre_50,nan,4.0,nan,nan,nan,2.0,nan,7.0,nan,nan,nan,3.0,nan,nan,1.0,3.0,3.0,nan,2.0,1.0,nan,1.0,2.0,1.0,3.0,nan,nan,4.0,nan,1.0,nan,1.0,7.0,2.0,nan,2.0,nan,nan,nan,nan,1.0,2.0,4.0,nan,nan,1.0,nan,4.0,nan,nan,2.0,nan,2.0,1.0,6.0,2.0,nan,3.0,nan,1.0,4.0,nan,nan,nan,nan
Peak_50,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,nan,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0
Dur_2,nan,12.0,1.0,2.0,1.0,7.0,4.0,25.0,3.0,nan,nan,14.0,2.0,1.0,4.0,11.0,12.0,1.0,19.0,4.0,2.0,2.0,14.0,3.0,9.0,2.0,1.0,24.0,4.0,9.0,3.0,2.0,31.0,3.0,1.0,12.0,1.0,1.0,nan,nan,8.0,7.0,30.0,1.0,nan,4.0,6.0,78.0,2.0,10.0,11.0,nan,6.0,2.0,22.0,7.0,nan,11.0,nan,6.0,14.0,nan,nan,nan,1.0
Fre_2,nan,6.0,1.0,1.0,1.0,3.0,4.0,9.0,3.0,nan,nan,3.0,1.0,1.0,2.0,4.0,7.0,1.0,5.0,2.0,2.0,2.0,9.0,1.0,4.0,1.0,1.0,8.0,2.0,3.0,2.0,2.0,11.0,2.0,1.0,4.0,1.0,1.0,nan,nan,3.0,4.0,6.0,1.0,nan,2.0,4.0,9.0,2.0,6.0,3.0,nan,5.0,1.0,6.0,4.0,nan,5.0,nan,4.0,4.0,nan,nan,nan,1.0
High_2,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,nan,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
Dur_5,nan,25.0,10.0,7.0,4.0,17.0,9.0,51.0,6.0,3.0,3.0,24.0,6.0,3.0,12.0,14.0,42.0,2.0,50.0,8.0,3.0,6.0,42.0,12.0,16.0,5.0,4.0,66.0,11.0,24.0,12.0,13.0,88.0,12.0,6.0,23.0,2.0,4.0,2.0,1.0,11.0,19.0,57.0,5.0,nan,21.0,23.0,131.0,18.0,32.0,33.0,nan,16.0,3.0,54.0,18.0,nan,20.0,4.0,18.0,32.0,2.0,2.0,2.0,1.0
Fre_5,nan,6.0,7.0,4.0,2.0,6.0,5.0,6.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,10.0,1.0,6.0,2.0,3.0,1.0,9.0,6.0,5.0,2.0,2.0,8.0,5.0,6.0,6.0,5.0,10.0,6.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,5.0,5.0,3.0,nan,6.0,8.0,7.0,4.0,6.0,8.0,nan,7.0,2.0,6.0,8.0,nan,5.0,3.0,7.0,6.0,2.0,1.0,1.0,1.0
High_5,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,nan,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775,6.4775
Dur_10,nan,67.0,25.0,17.0,17.0,36.0,21.0,89.0,13.0,6.0,7.0,40.0,12.0,6.0,26.0,31.0,91.0,17.0,93.0,16.0,11.0,9.0,72.0,28.0,33.0,8.0,9.0,120.0,31.0,42.0,28.0,27.0,152.0,59.0,14.0,46.0,3.0,7.0,4.0,3.0,21.0,45.0,91.0,13.0,nan,59.0,45.0,221.0,32.0,60.0,72.0,5.0,31.0,8.0,122.0,51.0,2.0,41.0,13.0,36.0,68.0,7.0,8.0,3.0,2.0
Fre_10,nan,6.0,8.0,7.0,9.0,7.0,6.0,6.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,6.0,7.0,8.0,2.0,5.0,6.0,1.0,6.0,9.0,6.0,4.0,6.0,5.0,8.0,4.0,5.0,6.0,9.0,7.0,7.0,6.0,1.0,5.0,2.0,2.0,3.0,5.0,6.0,5.0,nan,9.0,7.0,6.0,7.0,4.0,8.0,3.0,8.0,4.0,6.0,6.0,2.0,4.0,4.0,7.0,4.0,5.0,5.0,1.0,1.0
High_10,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,nan,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
Dur_20,2.0,125.0,55.0,71.0,56.0,117.0,52.0,133.0,19.0,23.0,12.0,69.0,33.0,18.0,48.0,88.0,153.0,39.0,161.0,52.0,29.0,18.0,148.0,76.0,69.0,18.0,16.0,207.0,156.0,89.0,69.0,68.0,243.0,140.0,63.0,112.0,12.0,34.0,9.0,6.0,38.0,85.0,134.0,42.0,nan,118.0,67.0,279.0,66.0,97.0,139.0,18.0,69.0,18.0,184.0,125.0,15.0,81.0,30.0,80.0,151.0,14.0,24.0,6.0,7.0
